brand,km_driven,fuel,owner,selling_price
Nissan,88945,Electric,Third Owner,249460
Renault,145182,Electric,Fourth Owner,527744
Mahindra,140145,Electric,Fourth Owner,188721
Datsun,103846,CNG,Third Owner,124314
Datsun,83818,Diesel,Second Owner,251157
Hyundai,144267,Electric,Fourth Owner,262471
Tata,4537,Electric,Second Owner,320244
Chevrolet,151210,Diesel,Second Owner,389771
Tata,178400,Petrol,Fourth Owner,367164
Hyundai,180274,Electric,First Owner,579951
Maruti,174236,Petrol,First Owner,537043
Kia,129545,Electric,Second Owner,445750
Ford,92743,LPG,Fourth Owner,495661
Hyundai,188731,CNG,First Owner,536163
Jeep,89155,Electric,Third Owner,388582
Hyundai,183764,LPG,Second Owner,86392
Kia,123198,Diesel,First Owner,264396
Hyundai,158917,LPG,Fourth Owner,212198
Jeep,92846,Diesel,Fourth Owner,354629
Jeep,33562,Electric,Second Owner,554121
Volvo,31036,Diesel,Fourth Owner,357942
Mahindra,194824,LPG,Third Owner,190089
MG,77233,CNG,Third Owner,145446
Fiat,86049,Petrol,First Owner,551670
Skoda,71681,Petrol,Fourth Owner,228751
Tata,30818,CNG,Third Owner,273293
Kia,164616,Petrol,Second Owner,139938
Honda,65532,Electric,Fourth Owner,87232
Volvo,60705,Electric,First Owner,532877
Datsun,23104,LPG,Second Owner,467236
Mahindra,127336,LPG,Second Owner,107172
BMW,130904,Diesel,Second Owner,409449
Toyota,72603,LPG,Third Owner,194818
Chevrolet,105499,Electric,Second Owner,303048
BMW,62025,LPG,Third Owner,578382
Fiat,35317,Petrol,Second Owner,118466
Skoda,165488,Diesel,Third Owner,342899
Fiat,176084,Diesel,Fourth Owner,276713
BMW,108585,Electric,Third Owner,192624
Chevrolet,155472,LPG,Third Owner,544970
Renault,51270,Petrol,Fourth Owner,240563
Skoda,122415,LPG,Second Owner,341144
Datsun,183905,CNG,Fourth Owner,107564
Hyundai,197716,LPG,Second Owner,182933
Honda,83206,Electric,Third Owner,355718
Skoda,72468,LPG,Second Owner,213754
MG,193545,Diesel,Third Owner,403277
Maruti,179881,Petrol,Second Owner,295869
Kia,172400,Electric,Third Owner,573392
BMW,170856,CNG,Third Owner,582587
Honda,26723,Petrol,First Owner,429326
Tata,63646,Petrol,Second Owner,388837
Mahindra,3074,Diesel,Second Owner,372191
BMW,29498,Diesel,First Owner,191263
Isuzu,199594,Diesel,Third Owner,237956
Nissan,99881,Electric,Third Owner,367055
Volvo,154613,LPG,First Owner,526663
Ford,48929,Petrol,First Owner,150330
Volvo,126199,LPG,Fourth Owner,404624
Nissan,29028,LPG,Third Owner,224798
MG,32545,Diesel,Fourth Owner,84623
Kia,82569,LPG,Second Owner,556583
Skoda,34673,Petrol,Fourth Owner,304398
Renault,165046,Petrol,First Owner,264589
Toyota,192971,CNG,First Owner,362144
Ford,157169,Electric,First Owner,383638
Skoda,105511,LPG,First Owner,523457
Renault,96144,Electric,Fourth Owner,408316
Fiat,67824,Electric,Fourth Owner,168217
Fiat,26525,Electric,Fourth Owner,402832
Jeep,60804,Electric,First Owner,599653
Chevrolet,149115,Petrol,First Owner,79663
Skoda,44846,LPG,Third Owner,416754
Isuzu,80261,CNG,Third Owner,153376
Kia,184299,Electric,First Owner,559591
BMW,187100,CNG,Third Owner,506427
Tata,171455,Petrol,Second Owner,191981
MG,32483,Petrol,Second Owner,324857
Hyundai,10265,Diesel,First Owner,193686
Mahindra,25763,Electric,Fourth Owner,550841
Jeep,18733,Diesel,Second Owner,70734
Honda,115196,CNG,Second Owner,466101
Volkswagen,94038,LPG,Fourth Owner,456557
Honda,40420,Diesel,Third Owner,62976
Isuzu,143319,Petrol,Fourth Owner,567969
Nissan,157912,Electric,Third Owner,448506
Skoda,199221,CNG,Third Owner,491653
Tata,24058,Petrol,Fourth Owner,270194
Maruti,37929,LPG,Third Owner,370051
Maruti,165434,Electric,Second Owner,170992
Skoda,89489,LPG,First Owner,491939
Ford,87664,LPG,Third Owner,295170
Jeep,181428,Electric,Second Owner,261168
Nissan,80597,Electric,Fourth Owner,336141
Ford,9041,LPG,Third Owner,116876
Toyota,81209,CNG,Second Owner,207085
Tata,196026,Electric,Third Owner,82862
Chevrolet,195941,Petrol,Fourth Owner,531034
Volvo,155131,Diesel,First Owner,488824
Renault,102864,CNG,Third Owner,168849
MG,178794,Electric,First Owner,221966
Nissan,151620,Electric,Third Owner,231721
Chevrolet,149150,CNG,Third Owner,112104
Jeep,139491,Diesel,Fourth Owner,257531
Maruti,169562,LPG,Third Owner,229012
Volkswagen,118158,Petrol,Second Owner,564618
Volkswagen,192832,Electric,Second Owner,532793
Hyundai,164409,Diesel,First Owner,62467
Toyota,4468,Petrol,First Owner,565907
Tata,27309,CNG,Second Owner,57691
Ford,75255,Electric,First Owner,489754
Honda,84899,LPG,First Owner,205562
Maruti,31718,CNG,Second Owner,100650
Toyota,171913,Electric,Second Owner,290681
BMW,180732,Diesel,Second Owner,52590
Hyundai,109553,Petrol,Fourth Owner,441941
Ford,53281,Petrol,Fourth Owner,117484
Honda,116451,Electric,Second Owner,152267
Renault,3767,CNG,Third Owner,280069
BMW,137967,LPG,Second Owner,88131
Tata,61026,Diesel,Fourth Owner,225965
Isuzu,121142,Electric,First Owner,324068
Tata,45968,Diesel,Third Owner,454067
Volvo,174169,Petrol,Third Owner,223753
MG,149404,LPG,First Owner,55293
Nissan,148693,Diesel,Third Owner,365347
Hyundai,79870,Electric,First Owner,555365
Fiat,21174,LPG,Fourth Owner,354114
MG,127357,CNG,Third Owner,342940
MG,102189,Electric,Third Owner,149345
Renault,43502,Diesel,First Owner,315496
Hyundai,39674,LPG,First Owner,434287
Honda,40260,Electric,Fourth Owner,526814
MG,176570,LPG,First Owner,523354
Jeep,183536,LPG,First Owner,528564
Maruti,74805,LPG,Fourth Owner,254581
Honda,198991,Diesel,Second Owner,61290
BMW,188541,Electric,Second Owner,262991
Hyundai,20194,Petrol,First Owner,102136
Renault,160883,Petrol,Fourth Owner,167278
Volvo,75377,Diesel,Second Owner,535208
Fiat,133864,Diesel,Fourth Owner,464643
Isuzu,46723,LPG,First Owner,576545
Nissan,79298,Electric,First Owner,206259
Jeep,62238,Electric,Fourth Owner,463997
Datsun,108433,CNG,Third Owner,438826
Ford,110092,CNG,First Owner,454220
MG,5147,Petrol,First Owner,419322
Nissan,41445,CNG,First Owner,206587
Fiat,187875,CNG,First Owner,514904
Honda,195180,Petrol,Fourth Owner,515924
Maruti,109170,Petrol,Fourth Owner,560798
BMW,136085,CNG,Fourth Owner,140888
Jeep,88617,Electric,Fourth Owner,298492
Hyundai,56502,CNG,Third Owner,408423
Hyundai,120116,LPG,Fourth Owner,142154
Honda,40755,LPG,Fourth Owner,172537
Skoda,142805,LPG,First Owner,264075
Fiat,12479,Diesel,Third Owner,399269
Mahindra,78361,LPG,First Owner,218702
Tata,155376,Electric,Third Owner,386243
Renault,169766,Diesel,Second Owner,534006
BMW,127232,Diesel,Third Owner,459801
Maruti,108586,LPG,Third Owner,515051
Skoda,84171,CNG,First Owner,256796
Honda,117151,Petrol,Third Owner,423134
Toyota,89296,CNG,Third Owner,162315
Fiat,143562,CNG,First Owner,410197
Tata,155324,Diesel,Second Owner,140341
Fiat,140934,Diesel,Second Owner,110896
Honda,72959,Diesel,Second Owner,489425
Chevrolet,144522,Electric,Third Owner,82822
BMW,59022,Electric,First Owner,167828
Chevrolet,64991,Petrol,Second Owner,434910
Toyota,174999,Diesel,Second Owner,182624
MG,52853,LPG,Second Owner,385475
Datsun,34826,Diesel,Second Owner,186343
Mahindra,45879,Electric,First Owner,210066
Renault,191337,Diesel,Second Owner,339330
Honda,75361,Electric,Third Owner,80267
Volkswagen,80990,Diesel,Third Owner,447053
Fiat,92787,LPG,First Owner,545053
Isuzu,43736,Petrol,Fourth Owner,243766
Volvo,27530,LPG,Second Owner,452826
Maruti,181130,Electric,Second Owner,78615
Tata,109080,CNG,Third Owner,257716
Hyundai,77255,LPG,First Owner,465563
Chevrolet,138958,Diesel,Fourth Owner,229503
Tata,129598,Petrol,Third Owner,123086
Chevrolet,121623,Diesel,Fourth Owner,340349
Toyota,40387,Diesel,First Owner,292407
Skoda,155647,LPG,First Owner,291245
Honda,115260,Petrol,First Owner,300967
Volvo,173715,CNG,Third Owner,133698
Chevrolet,144172,Diesel,First Owner,95635
BMW,194428,Petrol,Third Owner,225926
Datsun,141928,CNG,Third Owner,326914
Skoda,172241,Diesel,Second Owner,309258
Chevrolet,162876,Petrol,Third Owner,519209
Tata,169862,LPG,Third Owner,551554
Jeep,33988,Diesel,Second Owner,105178
Volvo,79448,Diesel,Fourth Owner,595116
Chevrolet,172578,Petrol,Second Owner,504681
Volvo,116430,Diesel,Second Owner,554879
Honda,146377,CNG,First Owner,573277
Kia,144041,Diesel,First Owner,571827
Volvo,15404,Electric,Second Owner,309595
Renault,143061,CNG,First Owner,64202
BMW,199377,Petrol,Second Owner,507044
Volkswagen,170055,CNG,First Owner,137367
Mahindra,173534,Electric,Third Owner,321993
Chevrolet,22360,Electric,First Owner,502488
Renault,88657,Diesel,First Owner,391016
Volvo,160359,Diesel,Third Owner,234348
Fiat,199544,LPG,Second Owner,448267
BMW,195385,CNG,First Owner,125604
Chevrolet,37160,LPG,First Owner,310408
Tata,9789,Electric,Third Owner,251489
Toyota,161253,Diesel,Third Owner,91182
Skoda,148457,Diesel,Third Owner,428954
Datsun,85597,Diesel,Fourth Owner,244661
Renault,68641,Petrol,Third Owner,74180
Maruti,47247,Electric,Second Owner,507588
BMW,89673,Diesel,First Owner,101372
Chevrolet,8544,Electric,First Owner,153427
Nissan,147347,Diesel,Fourth Owner,557731
Honda,66248,CNG,First Owner,334307
Renault,37550,Electric,First Owner,431760
Chevrolet,56693,LPG,Second Owner,276283
Renault,131924,Petrol,First Owner,291553
Toyota,153713,LPG,Second Owner,82934
Toyota,83021,Electric,Fourth Owner,287685
Skoda,18605,Diesel,Second Owner,597327
Hyundai,53713,Electric,Third Owner,401406
Renault,154462,Petrol,Third Owner,84018
Chevrolet,78403,Electric,Fourth Owner,365302
Renault,61466,Diesel,First Owner,307061
Jeep,6981,LPG,Second Owner,447774
Datsun,143565,CNG,Third Owner,344318
Jeep,118631,LPG,Second Owner,223703
MG,122238,Diesel,Third Owner,107940
Honda,98335,Diesel,Second Owner,181692
Nissan,110441,Petrol,First Owner,156566
Chevrolet,19984,Electric,Fourth Owner,100955
Isuzu,128580,Electric,First Owner,344458
Ford,114316,LPG,Second Owner,466716
Jeep,156832,CNG,Third Owner,103685
BMW,135596,CNG,Third Owner,150229
Ford,121454,Petrol,Fourth Owner,405698
Honda,52402,Diesel,First Owner,69567
MG,94656,Petrol,First Owner,469194
Maruti,68614,Electric,First Owner,388233
Renault,169963,Diesel,Third Owner,455219
Renault,94009,Petrol,Fourth Owner,353588
Toyota,173904,LPG,Third Owner,136184
Honda,48836,Electric,First Owner,336965
Datsun,147434,CNG,Second Owner,588889
Hyundai,171993,Petrol,Third Owner,162882
Maruti,152634,Electric,Fourth Owner,393990
Skoda,198582,Electric,First Owner,362646
Volkswagen,134049,CNG,Second Owner,173409
Fiat,79407,CNG,Third Owner,72098
Skoda,10610,CNG,Second Owner,226974
MG,112381,Petrol,Second Owner,168502
MG,18791,CNG,Fourth Owner,387660
Chevrolet,61047,LPG,Third Owner,94280
Fiat,153737,Electric,Fourth Owner,58117
Fiat,73246,CNG,First Owner,75979
Renault,199936,Electric,Second Owner,517741
Volvo,180523,Diesel,Fourth Owner,66915
BMW,89148,Diesel,Fourth Owner,371405
Skoda,48890,CNG,First Owner,538287
Volvo,140866,Electric,Third Owner,411046
Tata,35888,Diesel,Fourth Owner,385108
BMW,140821,CNG,Second Owner,513656
Volvo,49531,Electric,Second Owner,347821
Toyota,118652,CNG,Second Owner,555071
Mahindra,23608,Electric,Second Owner,361974
Toyota,83986,Diesel,Fourth Owner,583210
MG,86996,CNG,Second Owner,146696
Volkswagen,59017,Diesel,Fourth Owner,117561
Honda,60676,CNG,Third Owner,325364
MG,14560,Petrol,Second Owner,103380
Hyundai,188473,Diesel,Third Owner,445982
Hyundai,53468,Diesel,Fourth Owner,476375
Renault,166535,LPG,First Owner,323079
Maruti,165735,Diesel,Third Owner,315928
Skoda,192845,Electric,Second Owner,531802
Tata,36123,CNG,First Owner,68069
Tata,97346,Petrol,Third Owner,433329
Isuzu,143790,Electric,Fourth Owner,85682
Datsun,196709,Electric,Fourth Owner,423691
MG,3028,Electric,Fourth Owner,144303
Tata,196442,Electric,Third Owner,423413
Skoda,50599,Petrol,Fourth Owner,105210
Volvo,151469,LPG,Third Owner,385335
Kia,48406,Diesel,Second Owner,369117
Maruti,50657,Electric,Second Owner,75583
Volkswagen,70560,Diesel,Third Owner,319024
Datsun,107143,Diesel,Third Owner,543869
Honda,147575,Electric,First Owner,139257
Skoda,57943,LPG,Fourth Owner,495061
Chevrolet,78839,Diesel,Second Owner,162024
Honda,85674,CNG,Second Owner,384561
Jeep,28345,Diesel,First Owner,578010
Volkswagen,53390,Electric,Third Owner,70077
BMW,62557,Petrol,Third Owner,130868
Datsun,199126,Diesel,First Owner,286600
Volkswagen,4906,LPG,Fourth Owner,325373
Tata,174239,CNG,Third Owner,385482
Datsun,10961,CNG,Third Owner,530853
Chevrolet,160212,Petrol,Fourth Owner,454655
Datsun,122289,Petrol,Fourth Owner,52598
Skoda,192773,Diesel,First Owner,62741
Nissan,80567,Electric,First Owner,119360
BMW,83664,LPG,First Owner,348432
Maruti,84199,CNG,Third Owner,182321
Mahindra,102764,Petrol,First Owner,204042
Datsun,125357,LPG,Third Owner,65565
Kia,83729,Electric,Second Owner,369139
Nissan,162633,CNG,Fourth Owner,280324
Renault,53568,CNG,Fourth Owner,164794
Renault,112349,Electric,Second Owner,457228
Ford,76302,CNG,First Owner,284068
Datsun,97968,Electric,Third Owner,369642
Renault,163576,CNG,Third Owner,173675
Datsun,119116,Diesel,Third Owner,111711
Volvo,40146,Electric,Fourth Owner,92530
Mahindra,43297,LPG,First Owner,260339
Renault,89394,Diesel,Third Owner,563207
Mahindra,130173,LPG,Third Owner,461234
Volkswagen,128942,CNG,Third Owner,90376
Nissan,19939,LPG,Second Owner,239814
Chevrolet,184787,Diesel,Third Owner,389269
Volvo,47460,Electric,Second Owner,62437
Nissan,146738,Petrol,Third Owner,112146
Volkswagen,65119,LPG,Third Owner,77618
Chevrolet,169393,Petrol,Third Owner,231839
Volkswagen,135851,LPG,Second Owner,59705
Maruti,147258,LPG,Third Owner,269288
Skoda,150531,Electric,First Owner,363894
MG,8057,CNG,Third Owner,534172
Volvo,194735,Diesel,Second Owner,102682
MG,152805,Diesel,Second Owner,245785
Skoda,22157,Diesel,First Owner,155894
Skoda,38030,CNG,Fourth Owner,237991
Volkswagen,153685,Petrol,First Owner,110384
MG,111612,Diesel,First Owner,180512
Jeep,118080,Petrol,Second Owner,71283
Maruti,86028,CNG,Third Owner,289173
Volkswagen,139260,CNG,Third Owner,293244
Mahindra,32680,Electric,Fourth Owner,190251
Ford,194191,Diesel,Fourth Owner,573743
Skoda,105302,Electric,Fourth Owner,542426
Chevrolet,189790,Diesel,Fourth Owner,61955
Volkswagen,39445,CNG,First Owner,450414
Fiat,8796,CNG,First Owner,510372
Datsun,50218,LPG,Third Owner,356732
Fiat,173203,LPG,First Owner,454982
BMW,142195,CNG,Third Owner,146626
Isuzu,142294,CNG,Third Owner,427261
Isuzu,27074,Petrol,Third Owner,457000
Hyundai,119088,Petrol,Third Owner,582560
Toyota,163897,Electric,Second Owner,182645
Maruti,39839,LPG,Third Owner,74419
Toyota,110112,LPG,First Owner,541986
Isuzu,130514,CNG,First Owner,98555
Ford,71322,CNG,First Owner,186248
Volvo,59321,Electric,First Owner,217233
Fiat,113100,LPG,Second Owner,172082
Skoda,160060,Petrol,Fourth Owner,520974
BMW,38507,Diesel,Fourth Owner,559939
Datsun,102244,Electric,Third Owner,599667
Maruti,128788,Diesel,Third Owner,272261
MG,98251,Petrol,First Owner,330512
Volvo,26806,Petrol,First Owner,475987
Fiat,133364,Diesel,Fourth Owner,508166
Renault,39901,Electric,Fourth Owner,221317
Mahindra,151115,Diesel,First Owner,566596
Hyundai,143824,Electric,Third Owner,311456
Renault,176688,Electric,Second Owner,56714
Kia,55127,CNG,Second Owner,156680
Hyundai,3453,LPG,Fourth Owner,458107
Volvo,78432,LPG,Fourth Owner,544771
Nissan,125872,Petrol,Fourth Owner,508383
Volkswagen,90362,CNG,Second Owner,518668
Kia,13976,LPG,Second Owner,118446
Chevrolet,117176,Electric,First Owner,264862
Isuzu,102122,Electric,Third Owner,111516
Volvo,73404,Diesel,Fourth Owner,487466
Renault,84932,Diesel,First Owner,133521
Mahindra,100170,Electric,Second Owner,465367
Honda,80707,Electric,First Owner,225369
BMW,167760,Diesel,Second Owner,368339
Tata,96789,LPG,Third Owner,256051
Hyundai,99516,Petrol,Second Owner,547890
Tata,136089,Diesel,First Owner,235406
Honda,10957,LPG,Third Owner,208002
Jeep,110724,LPG,Second Owner,109117
Skoda,138864,LPG,Fourth Owner,53991
Hyundai,190054,CNG,Second Owner,73519
Datsun,16237,CNG,Third Owner,223697
Renault,54586,LPG,First Owner,592089
MG,22252,Electric,Third Owner,473062
Honda,144779,CNG,First Owner,89566
Nissan,168278,Diesel,Second Owner,209435
Maruti,6543,CNG,Second Owner,442938
Volkswagen,178207,Electric,Third Owner,591709
Fiat,107647,Petrol,Fourth Owner,306080
Ford,38031,CNG,Second Owner,307230
Datsun,177001,LPG,Fourth Owner,128027
Tata,68747,LPG,Fourth Owner,581834
Nissan,191923,LPG,Third Owner,383583
Isuzu,58311,Petrol,Second Owner,442353
Toyota,68867,Electric,Fourth Owner,321969
Honda,91780,Diesel,Second Owner,291569
Volkswagen,60196,Electric,First Owner,346317
Renault,76705,Petrol,Fourth Owner,311536
Tata,60894,LPG,Third Owner,367763
MG,90640,Electric,Third Owner,395258
Hyundai,17591,Diesel,Fourth Owner,419215
Honda,100247,LPG,Second Owner,346518
Honda,182965,Diesel,First Owner,376512
MG,3727,CNG,First Owner,553166
Fiat,155431,Diesel,Third Owner,281059
Renault,46822,LPG,Third Owner,468698
Skoda,106399,CNG,Second Owner,94494
Nissan,115113,LPG,Third Owner,532640
Jeep,133431,LPG,Second Owner,82481
Toyota,145001,CNG,Fourth Owner,78401
Maruti,131588,Diesel,First Owner,376603
Mahindra,63091,Petrol,Fourth Owner,402617
Hyundai,157591,Petrol,Third Owner,173311
Ford,151465,Petrol,First Owner,298482
Mahindra,168390,Petrol,First Owner,491720
Toyota,97192,Electric,Fourth Owner,446439
Ford,182006,Petrol,Second Owner,514193
Maruti,113805,CNG,First Owner,289198
Maruti,162912,Petrol,Second Owner,90149
Fiat,121089,LPG,Fourth Owner,587151
BMW,92367,Petrol,Fourth Owner,210636
Volvo,16265,Diesel,Second Owner,596787
Kia,139496,CNG,Fourth Owner,288691
Isuzu,154697,CNG,First Owner,307128
Honda,82622,Electric,Fourth Owner,401362
Nissan,163259,LPG,Fourth Owner,176272
Fiat,38929,CNG,First Owner,392240
Nissan,64892,Diesel,Second Owner,477625
Datsun,154611,Petrol,Fourth Owner,524677
Datsun,59630,CNG,Second Owner,311085
Tata,143287,Diesel,First Owner,60633
Ford,173457,Petrol,Second Owner,499423
Skoda,134025,Electric,Second Owner,231607
Hyundai,90580,CNG,Third Owner,181086
Jeep,80462,CNG,Third Owner,481083
BMW,116396,Diesel,Fourth Owner,528753
MG,100037,LPG,Third Owner,432306
Tata,98310,Electric,Third Owner,198936
Maruti,159080,LPG,Third Owner,338465
Toyota,51928,CNG,Second Owner,205154
Datsun,92876,LPG,Second Owner,90131
Volkswagen,27976,Petrol,Third Owner,252565
Isuzu,127984,Electric,First Owner,185282
Ford,161698,LPG,Third Owner,295152
Honda,101256,Petrol,First Owner,185230
Nissan,103537,Diesel,Second Owner,171497
Volkswagen,193861,LPG,First Owner,369996
Toyota,138772,Electric,Second Owner,361483
Chevrolet,112331,Petrol,First Owner,225541
Nissan,197717,LPG,Second Owner,241933
Kia,10526,Diesel,Second Owner,592744
Volvo,106863,LPG,Third Owner,377777
Isuzu,173572,Petrol,Fourth Owner,564709
Tata,76366,LPG,Fourth Owner,117323
Fiat,193189,Electric,Second Owner,465004
Kia,59096,CNG,Third Owner,285253
Ford,141982,Petrol,Fourth Owner,269190
Ford,74185,Petrol,Fourth Owner,307075
Kia,53248,Petrol,Third Owner,299596
Ford,136023,Petrol,Third Owner,325212
Honda,199284,LPG,Fourth Owner,229598
Tata,82888,Electric,Fourth Owner,502174
Toyota,97533,Diesel,First Owner,165729
Isuzu,44954,Electric,First Owner,126593
Renault,92719,Petrol,Second Owner,105041
Datsun,142876,LPG,Fourth Owner,285114
Volkswagen,3595,LPG,Third Owner,375516
Fiat,32592,Petrol,Third Owner,188161
BMW,43643,LPG,Fourth Owner,324187
Datsun,65665,Petrol,Second Owner,116572
Volkswagen,154895,Electric,Third Owner,531268
Jeep,8972,CNG,Fourth Owner,136700
Toyota,18882,LPG,Fourth Owner,107061
Ford,157841,Petrol,Second Owner,167957
Ford,28020,Petrol,Fourth Owner,568650
Renault,176820,LPG,Third Owner,278394
Datsun,105621,Diesel,First Owner,459366
Volkswagen,88374,Petrol,Second Owner,137630
Hyundai,47912,LPG,Fourth Owner,127228
Volkswagen,15879,Petrol,Second Owner,324198
Volvo,36798,Diesel,Fourth Owner,576055
Honda,110791,CNG,First Owner,54708
Kia,180145,Diesel,Second Owner,78082
Hyundai,78791,Electric,Fourth Owner,84024
Volkswagen,69983,LPG,First Owner,335605
Volvo,177077,Diesel,Third Owner,55351
Datsun,136922,CNG,Fourth Owner,542269
Chevrolet,162472,Petrol,First Owner,154720
MG,14953,LPG,First Owner,482934
MG,109410,Diesel,Second Owner,570751
Nissan,128155,CNG,Fourth Owner,176875
Mahindra,157607,Diesel,Third Owner,189380
Toyota,84029,Electric,Fourth Owner,130865
Volvo,7055,LPG,First Owner,63882
Maruti,41170,Petrol,Third Owner,164883
Honda,102976,CNG,First Owner,272658
Volkswagen,31251,Diesel,Second Owner,224504
Fiat,138604,LPG,Fourth Owner,262361
Hyundai,138996,Diesel,First Owner,407659
Nissan,51037,LPG,First Owner,460874
Toyota,95115,Electric,Fourth Owner,417209
Volvo,80926,Diesel,Third Owner,561415
Datsun,73400,Electric,First Owner,308669
Honda,102525,CNG,Fourth Owner,89530
Isuzu,104164,Electric,Second Owner,189906
Skoda,144774,LPG,Second Owner,457574
Volvo,109732,CNG,Fourth Owner,370838
Ford,18385,Diesel,First Owner,137193
Mahindra,12336,Diesel,Fourth Owner,231393
Skoda,68421,LPG,Fourth Owner,254781
Ford,165297,Petrol,First Owner,328829
Datsun,39021,Petrol,Third Owner,166254
Ford,137854,Diesel,Third Owner,352728
Toyota,120369,LPG,Second Owner,553669
Volvo,52111,Petrol,Third Owner,232434
Hyundai,92402,Electric,Fourth Owner,585632
Nissan,122774,Diesel,First Owner,94619
Volkswagen,45719,Electric,Second Owner,548750
Fiat,183109,LPG,Third Owner,524547
MG,128695,Electric,Fourth Owner,276351
Nissan,137585,Petrol,Second Owner,183015
Mahindra,147407,Petrol,First Owner,271257
Ford,178212,CNG,Third Owner,162319
Datsun,107126,Diesel,Fourth Owner,464237
BMW,80658,LPG,First Owner,258358
Renault,168912,Diesel,Fourth Owner,514137
Chevrolet,34007,Electric,Fourth Owner,135030
MG,191019,LPG,Fourth Owner,507782
Tata,109833,LPG,First Owner,284408
Datsun,121637,Petrol,Second Owner,416709
Volvo,123721,Electric,Fourth Owner,85402
Volvo,96220,Petrol,Second Owner,115088
Jeep,29393,Petrol,Second Owner,445107
MG,60480,CNG,Third Owner,209331
MG,120243,Petrol,Third Owner,506237
BMW,91290,Diesel,Second Owner,210059
Tata,107263,LPG,Third Owner,233688
Toyota,143179,Petrol,Third Owner,191755
Tata,8993,Diesel,Second Owner,504299
Nissan,96650,Electric,First Owner,274903
Maruti,120595,LPG,Third Owner,529089
Fiat,55066,Electric,Third Owner,253379
Nissan,114850,Diesel,First Owner,587145
Volvo,45942,Electric,First Owner,474517
Isuzu,19138,Electric,First Owner,136923
Datsun,121558,Electric,Second Owner,453048
Volvo,178599,Petrol,First Owner,238944
Chevrolet,12190,Petrol,Second Owner,527237
Isuzu,95259,Petrol,Fourth Owner,591090
Volvo,81422,LPG,Fourth Owner,328477
Fiat,189770,Diesel,First Owner,347264
Fiat,85315,Petrol,First Owner,467876
Toyota,32086,Electric,Fourth Owner,215591
Mahindra,151394,Electric,Second Owner,406477
Volkswagen,128604,Electric,Second Owner,94935
Honda,103814,Electric,First Owner,72507
Jeep,122324,CNG,First Owner,252132
Renault,131921,LPG,First Owner,396415
Skoda,6435,Diesel,Fourth Owner,208747
BMW,104505,Diesel,Third Owner,425631
Volkswagen,56331,Petrol,First Owner,591961
Datsun,163014,CNG,Second Owner,159619
Datsun,193707,Diesel,Third Owner,528041
Datsun,163131,LPG,Second Owner,474446
Maruti,191629,Electric,Third Owner,347834
Skoda,116457,Petrol,Fourth Owner,580942
Volvo,55389,LPG,Third Owner,510773
Tata,56014,Diesel,Second Owner,400408
Honda,166898,CNG,Third Owner,407659
Ford,33297,Petrol,Fourth Owner,573259
Volkswagen,46890,Diesel,Second Owner,426968
Fiat,24322,Petrol,First Owner,578513
Chevrolet,38739,Diesel,Third Owner,436242
Jeep,143791,Electric,Second Owner,124745
Isuzu,82553,CNG,Third Owner,291268
Nissan,11314,Electric,Fourth Owner,524475
Honda,96831,Diesel,Second Owner,226559
Kia,78164,LPG,First Owner,61721
Kia,110658,Electric,First Owner,445803
Jeep,80028,LPG,Third Owner,158878
MG,39113,Diesel,Fourth Owner,200061
Hyundai,120174,CNG,Fourth Owner,437581
Renault,149429,LPG,Third Owner,414258
Honda,23365,Diesel,Second Owner,383760
Fiat,42029,LPG,Second Owner,188480
Honda,4737,Electric,Third Owner,437031
Volvo,134042,Diesel,Second Owner,592040
Isuzu,88474,Electric,Second Owner,116573
Skoda,81218,Petrol,Second Owner,473270
Datsun,161571,Diesel,Third Owner,242888
Skoda,131692,LPG,First Owner,339010
Mahindra,180229,Petrol,Fourth Owner,503498
Mahindra,190319,Electric,First Owner,283886
Honda,131411,Electric,Second Owner,123541
Maruti,175106,LPG,Third Owner,102838
Toyota,3294,Petrol,Fourth Owner,394421
Ford,27596,CNG,Second Owner,430836
Maruti,101185,LPG,Fourth Owner,329709
Fiat,14434,Electric,Fourth Owner,89585
Ford,61382,Diesel,First Owner,433703
Volkswagen,41098,Petrol,Second Owner,212352
Skoda,7655,CNG,Fourth Owner,471350
Skoda,86029,Diesel,First Owner,451894
Ford,49228,Petrol,Third Owner,321718
Renault,6771,LPG,Fourth Owner,85183
Maruti,77099,LPG,Second Owner,378750
Toyota,123811,Petrol,Third Owner,199710
Honda,190871,CNG,Fourth Owner,107194
Hyundai,65257,Petrol,Fourth Owner,490769
Skoda,20558,Diesel,Second Owner,76082
Renault,61436,Diesel,Fourth Owner,177899
Hyundai,110779,LPG,Second Owner,319951
Chevrolet,127891,Petrol,Second Owner,232414
Chevrolet,35376,LPG,Second Owner,82143
Toyota,80924,CNG,Second Owner,171952
Tata,32332,Diesel,Fourth Owner,370558
Nissan,134001,Electric,Third Owner,62202
Honda,49737,Electric,Third Owner,216812
Skoda,133912,Petrol,First Owner,126848
Honda,92031,Petrol,Second Owner,529106
Chevrolet,186024,Electric,Fourth Owner,234943
Volkswagen,23991,Petrol,Fourth Owner,307476
Volkswagen,30472,Diesel,First Owner,280721
Hyundai,62946,CNG,Third Owner,275366
Volkswagen,160921,CNG,Fourth Owner,90409
Volvo,4541,LPG,First Owner,308329
Tata,132237,Diesel,Third Owner,406166
